num_layers,num_node1,num_node2,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,test_acc
2,14,4,0,0,0,0,0,0,0,0,1,0,0.944444418
2,1,6,0,0,0,0,0,0,0,0,1,0,0.777777791
1,18,0,0,0,0,0,0,0,0,0,1,0,0.888888896
2,21,19,0,0,0,0,0,0,0,0,1,0,0.888888896
1,14,0,0,0,0,0,0,0,0,0,1,0,0.833333313
1,13,0,0,0,0,0,0,0,0,0,1,0,0.833333313
2,9,2,0,0,0,0,0,0,0,0,1,0,0.888888896
2,13,7,0,0,0,0,0,0,0,0,1,0,0.833333313
2,3,10,0,0,0,0,0,0,0,0,1,0,0.944444418
2,11,12,0,0,0,0,0,0,0,0,1,0,0.888888896
1,7,0,0,0,0,0,0,0,0,0,1,0,0.777777791
1,8,0,0,0,0,0,0,0,0,0,1,0,0.777777791
2,7,18,0,0,0,0,0,0,0,0,0,1,0.764705896
2,20,15,0,0,0,0,0,0,0,0,0,1,0.823529422
1,18,0,0,0,0,0,0,0,0,0,0,1,0.735294104
2,9,5,0,0,0,0,0,0,0,0,0,1,0.735294104
2,15,13,0,0,0,0,0,0,0,0,0,1,0.79411763
2,19,11,0,0,0,0,0,0,0,0,0,1,0.79411763
1,5,0,0,0,0,0,0,0,0,0,0,1,0.647058845
2,3,13,0,0,0,0,0,0,0,0,0,1,0.720588207
2,2,9,0,0,0,0,0,0,0,0,0,1,0.485294104
1,22,0,0,0,0,0,0,0,0,0,0,1,0.808823526
2,16,15,0,0,0,0,0,0,0,0,0,1,0.79411763
2,18,23,0,0,0,0,0,0,0,0,0,1,0.808823526
1,10,0,0,0,0,0,0,0,0,0,0,1,0.661764681
2,3,4,0,0,0,0,0,0,0,0,0,1,0.485294104
1,19,0,0,0,0,0,0,0,0,0,0,1,0.764705896
1,19,0,0,0,0,0,0,0,0,0,0,1,0.735294104
2,16,3,0,0,0,0,0,0,0,0,0,1,0.70588237
1,21,0,0,0,0,0,0,0,0,0,0,1,0.75
1,9,0,0,0,0,0,0,0,0,0,0,1,0.691176474
2,11,19,0,0,0,0,0,0,0,0,0,1,0.808823526
1,5,0,0,0,0,0,0,0,0,0,0,1,0.602941155
1,5,0,0,0,0,0,0,0,0,0,0,1,0.647058845
1,16,0,0,0,0,0,0,0,0,0,0,1,0.764705896
1,2,0,0,0,0,0,0,0,0,0,0,1,0.514705896
1,1,0,0,0,0,0,0,0,0,0,0,1,0.294117659
2,11,18,0,0,0,0,0,0,0,0,0,1,0.823529422
1,4,0,0,0,0,0,0,0,0,0,0,1,0.485294104
1,9,0,0,0,0,0,0,0,0,0,0,1,0.632352948
1,4,0,0,0,0,0,0,0,0,0,0,1,0.676470578
1,19,0,0,0,0,0,0,0,0,0,0,1,0.79411763
1,7,0,0,0,0,0,0,0,0,0,0,1,0.661764681
2,22,4,0,0,0,0,0,0,0,0,0,1,0.70588237
2,2,7,0,0,0,0,0,0,0,0,0,1,0.5
2,20,11,0,0,0,0,0,0,0,0,0,1,0.79411763
1,22,0,0,0,0,0,0,0,0,0,0,1,0.75
2,10,3,0,0,0,0,0,0,0,0,0,1,0.647058845
2,21,1,0,0,0,0,0,0,0,0,0,1,0.352941185
2,15,22,0,0,0,0,0,0,0,0,0,1,0.808823526
1,16,0,0,0,0,0,0,0,0,0,0,1,0.70588237
1,23,0,0,0,0,0,0,0,0,0,0,1,0.808823526
2,10,11,0,0,0,0,0,0,0,0,0,1,0.779411793
1,7,0,0,0,0,0,0,0,0,0,0,1,0.632352948
2,15,15,0,0,0,0,0,0,0,0,0,1,0.808823526
1,16,0,0,0,0,0,0,0,0,0,0,1,0.691176474
2,12,2,0,0,0,0,0,0,0,0,0,1,0.691176474
1,23,0,0,0,0,0,0,0,0,0,0,1,0.79411763
1,13,0,0,0,0,0,0,0,0,0,0,1,0.691176474
1,18,0,0,0,0,0,0,0,0,0,0,1,0.735294104
2,1,17,0,0,0,0,0,0,0,0,0,1,0.602941155
2,3,17,0,0,0,0,0,0,0,0,0,1,0.661764681
